C2H2,C2H4,CH4,H2,C2H6,act
1.52,1.36,0.11,8.05,2.06,4
0.01,9.38,6.53,1.93,2.55,6
0.91,3.7,0.57,2.43,8.33,4
0.79,1.73,9.73,5.42,1.67,1
10.37,9.87,10.78,7.84,6.72,1
0.18,1.88,4.42,7.33,6.6,7
9.22,9.31,7.68,4.79,7.55,1
0.0,6.52,0.07,4.98,0.05,2
0.07,8.62,1.83,9.42,2.99,6
0.15,5.86,7.04,9.73,6.02,7
10.15,3.4,4.26,5.73,8.49,1
0.17,7.74,3.36,5.23,9.9,7
0.0,2.99,0.05,1.95,0.18,2
0.0,7.99,0.09,9.93,0.17,2
4.32,3.54,5.29,7.59,3.21,1
0.0,1.84,6.75,1.62,0.55,5
0.0,6.55,0.05,7.8,0.03,2
2.19,6.72,0.28,4.9,2.25,4
0.01,4.41,4.19,9.96,3.36,6
0.0,9.73,0.05,2.85,0.01,2
6.74,0.38,0.16,8.68,2.35,3
1.21,2.68,0.82,6.31,8.47,4
6.41,10.56,6.12,7.41,3.64,1
4.28,9.06,3.49,6.08,6.28,1
7.34,0.88,3.68,2.17,1.17,1
0.06,4.1,2.91,7.51,9.15,7
0.0,6.25,8.05,7.43,0.71,5
0.0,2.68,0.07,2.48,0.1,2
0.14,8.27,6.85,5.12,4.15,7
0.0,1.95,0.0,6.57,0.03,2
1.07,0.63,0.18,4.01,2.02,3
0.05,2.47,2.74,9.18,1.15,6
0.0,3.81,3.13,2.48,0.39,5
1.39,5.13,0.6,8.13,7.39,4
0.04,4.83,4.93,6.22,1.62,6
0.09,1.78,2.65,6.02,6.33,7
0.0,5.81,7.66,4.87,0.89,5
8.74,10.22,1.13,3.79,5.31,1
2.15,3.2,0.52,1.54,3.6,4
0.06,1.7,7.28,4.22,3.3,6
0.04,7.46,3.89,5.54,1.8,6
0.0,6.59,2.99,4.95,0.26,5
1.11,8.79,10.26,5.35,5.35,1
1.29,1.41,0.32,9.08,5.99,4
0.02,4.39,4.29,7.91,2.49,6
0.0,2.0,2.33,2.81,0.85,5
0.0,3.97,0.02,7.53,0.06,2
0.06,3.16,2.79,4.65,6.93,7
7.04,0.44,0.36,1.19,1.03,3
0.08,8.86,1.48,7.31,3.15,6
0.0,3.92,0.06,2.24,0.14,2
1.18,4.9,0.85,9.81,1.56,1
0.0,1.43,4.35,3.61,0.73,5
2.75,4.76,1.09,5.16,8.63,1
2.01,5.01,0.78,5.92,9.07,4
0.03,3.19,1.45,9.49,2.45,6
0.0,5.36,0.02,9.77,0.16,2
0.68,4.36,0.79,4.29,9.41,4
5.19,0.49,0.18,5.11,2.62,3
0.04,8.94,4.83,8.62,1.32,6
1.46,7.71,0.8,7.09,8.8,4
3.55,9.7,2.08,4.57,2.12,1
0.14,4.5,7.87,2.57,8.51,7
0.07,1.84,9.39,1.84,3.02,6
0.0,2.62,3.51,5.55,0.78,5
0.93,2.56,0.12,2.37,4.85,4
0.06,5.93,6.47,8.71,2.51,6
0.0,2.34,0.02,9.79,0.05,2
0.0,9.12,3.14,4.88,0.68,5
0.0,4.2,0.05,1.08,0.17,2
0.0,6.19,0.08,2.87,0.11,2
9.73,0.47,0.16,8.52,4.31,3
2.52,10.83,2.28,6.67,8.46,1
0.0,2.48,2.53,2.45,0.18,5
5.4,0.67,0.46,6.32,3.12,3
0.1,6.69,2.04,8.41,5.08,7
0.0,5.92,1.78,2.61,0.53,5
8.88,2.66,1.59,6.11,10.54,1
0.0,9.4,0.05,5.36,0.15,2
0.02,4.99,6.4,9.44,3.34,6
2.04,3.18,0.25,9.44,3.84,4
3.08,0.49,0.48,8.73,1.26,3
0.05,8.06,6.98,8.71,2.95,6
5.53,0.84,0.18,8.77,9.4,3
0.01,4.3,1.34,9.13,8.75,7
0.0,3.13,0.03,1.4,0.03,2
0.09,4.69,9.87,7.12,1.32,6
0.08,6.03,6.14,4.42,1.7,6
0.0,9.58,0.07,8.83,0.15,2
9.69,9.98,1.06,6.46,7.14,1
0.06,1.53,6.65,2.08,6.39,7
0.04,9.44,4.34,3.91,1.07,6
0.0,3.97,0.04,7.44,0.04,2
0.0,4.35,6.88,8.64,0.26,5
0.0,3.86,5.15,6.98,0.83,5
0.06,7.67,5.22,2.89,2.38,6
0.0,7.26,4.91,7.47,0.15,5
1.46,5.24,0.1,5.93,5.35,4
0.11,3.67,2.33,6.04,5.52,7
5.98,9.21,5.83,0.83,9.08,1
2.14,0.38,0.47,5.44,4.28,3
0.05,3.53,1.47,1.48,9.54,7
4.61,8.73,5.45,6.94,10.44,1
0.03,6.19,7.22,6.27,3.38,6
0.0,8.81,6.74,9.92,0.89,5
0.0,5.77,0.06,4.68,0.04,2
0.0,4.81,0.04,2.96,0.18,2
0.02,8.08,5.82,1.45,3.87,6
0.06,3.06,2.44,1.39,3.01,6
1.66,5.87,0.12,5.75,5.37,4
0.04,5.11,9.82,1.83,2.04,6
0.0,9.57,0.04,8.44,0.15,2
0.06,7.14,5.68,2.61,2.55,6
0.0,5.41,0.09,8.4,0.03,2
0.0,8.09,5.87,4.6,0.44,5
0.15,4.02,7.02,7.2,9.3,7
6.06,0.55,0.11,3.11,1.19,3
0.19,2.83,1.66,7.12,9.52,7
0.77,6.01,0.22,4.35,3.66,4
8.87,0.9,0.24,5.64,6.71,3
4.74,0.14,0.16,3.48,3.8,3
0.0,7.47,5.7,2.34,0.58,5
2.14,9.06,0.47,1.47,8.25,4
1.05,9.86,0.5,9.62,5.62,4
8.94,2.67,9.6,1.0,6.46,1
8.92,0.67,0.36,9.38,2.34,3
8.22,2.74,3.6,2.59,1.23,1
5.25,0.35,0.14,2.85,6.65,3
1.51,0.64,0.27,6.22,7.45,3
9.61,0.96,0.16,8.95,1.83,3
4.92,0.16,6.94,8.56,6.09,1
0.17,6.61,4.35,7.6,9.49,7
7.59,8.15,5.24,5.08,9.35,1
0.01,3.63,1.39,5.22,3.12,6
0.02,7.53,6.77,2.36,2.79,6
0.08,4.6,3.16,3.42,3.78,6
0.0,3.98,1.58,4.61,4.13,7
0.0,5.03,0.09,6.85,0.04,2
0.01,3.47,2.72,8.95,3.43,6
0.04,3.75,2.51,4.16,1.25,6
0.08,5.82,6.82,5.37,1.36,6
3.59,6.6,10.03,7.78,6.81,1
0.0,8.55,0.07,4.7,0.17,2
8.87,0.52,0.41,7.69,7.42,3
10.58,0.26,4.9,6.48,8.04,1
0.0,2.62,0.05,9.25,0.08,2
1.43,9.49,0.93,6.87,4.34,4
0.71,2.68,0.26,9.49,6.44,4
0.05,3.73,1.44,5.39,7.38,7
5.26,6.7,9.72,4.18,6.01,1
0.0,3.22,0.01,6.4,0.12,2
1.48,7.88,0.46,8.87,4.01,4
2.4,2.95,0.63,6.38,3.56,4
0.18,4.14,5.95,9.99,6.42,7
0.01,9.2,3.77,5.57,3.53,6
9.19,6.32,1.01,3.48,6.98,1
0.07,8.06,5.02,9.72,6.6,7
0.0,3.15,9.61,7.85,0.19,5
0.01,5.91,2.14,8.51,3.31,6
0.03,3.57,8.36,9.74,1.94,6
7.46,8.81,10.19,9.64,0.53,1
0.04,5.02,7.9,2.85,9.23,7
7.87,0.89,5.99,10.15,9.22,1
0.02,7.52,7.74,8.78,1.89,6
0.11,4.35,1.93,6.15,9.95,7
0.0,8.56,2.35,5.44,0.21,5
2.26,0.13,0.27,2.07,2.35,3
0.09,7.78,6.37,2.68,1.63,6
0.05,9.09,1.67,2.42,1.95,6
0.0,2.95,0.08,8.92,0.07,2
6.06,0.39,0.49,5.42,7.28,3
0.04,2.91,8.01,1.38,8.63,7
0.0,6.76,7.41,8.36,0.02,5
0.65,5.48,0.82,8.84,3.82,4
0.0,4.16,0.02,2.35,0.0,2
0.0,3.85,5.46,9.85,0.16,5
0.03,7.17,6.78,9.46,3.26,6
0.0,5.45,0.09,7.84,0.09,2
0.0,6.24,9.4,7.08,0.16,5
0.0,3.11,0.08,7.69,0.14,2
2.33,6.95,0.31,1.28,2.61,4
5.33,0.85,0.32,3.3,2.67,3
0.07,4.72,5.06,4.64,2.34,6
0.0,9.35,0.02,4.16,0.04,2
0.0,1.65,0.04,6.28,0.03,2
1.92,10.0,0.79,3.42,9.59,4
2.3,8.49,0.86,8.82,2.24,4
0.16,4.27,3.65,5.76,5.45,7
2.2,3.71,0.26,1.54,6.97,4
0.16,4.49,3.27,5.92,7.36,7
0.0,2.54,0.04,5.99,0.15,2
0.0,9.84,6.51,3.88,6.2,7
0.0,2.9,3.67,4.22,2.69,6
0.16,6.45,1.52,8.91,4.87,7
7.03,0.64,0.21,6.88,3.84,3
0.0,9.31,6.03,6.91,0.48,5
2.7,0.41,0.21,6.16,9.32,3
0.06,9.12,5.09,8.11,2.3,6
0.01,6.52,7.02,9.98,6.38,7
0.07,3.62,4.09,8.89,1.83,6
10.58,7.61,9.56,0.61,5.04,1
0.02,5.52,7.26,4.81,3.61,6
8.25,0.55,0.2,9.81,1.84,3
0.06,7.02,5.98,6.59,1.84,6
0.84,7.38,1.6,6.42,5.34,1
4.29,0.19,0.49,8.84,4.4,3
2.25,9.16,0.63,4.59,2.35,4
0.05,2.96,6.07,5.84,3.94,6
0.04,1.43,3.73,4.15,1.93,6
3.59,10.17,3.84,7.85,4.0,1
0.0,1.54,6.79,6.15,0.76,5
0.0,6.79,0.08,7.32,0.1,2
10.41,10.11,3.06,4.87,2.67,1
0.04,2.74,4.89,1.84,3.15,6
0.03,2.25,7.2,2.03,3.33,6
0.0,8.54,4.73,8.23,0.02,5
0.08,7.96,7.96,7.21,7.13,7
0.0,4.11,5.47,4.23,0.67,5
0.0,4.66,0.07,3.47,0.17,2
0.04,7.74,4.76,9.4,6.12,7
0.0,3.56,2.89,5.55,0.82,5
0.09,7.01,8.17,5.69,2.1,6
5.16,1.8,2.11,4.23,1.3,1
0.12,6.29,8.09,4.11,6.8,7
0.04,0.83,5.89,6.78,9.17,1
0.19,2.06,2.15,5.01,6.48,7
0.02,2.43,3.53,5.17,1.63,6
0.0,7.82,4.65,6.58,6.86,7
0.0,5.92,8.19,4.97,0.52,5
0.73,2.67,0.46,4.46,3.39,4
8.25,1.21,7.79,2.39,7.36,1
3.0,1.24,0.76,10.82,1.61,1
0.0,1.41,2.1,2.65,0.39,5
1.18,2.59,0.32,1.27,6.9,4
0.11,3.1,9.21,8.73,5.25,7
1.62,6.83,0.22,3.12,7.81,4
0.0,4.99,0.02,7.92,0.0,2
0.0,4.76,5.67,8.63,0.25,5
0.83,2.07,0.44,1.68,5.37,4
0.0,2.92,0.02,5.55,0.05,2
3.04,0.97,0.3,5.17,6.31,3
0.09,0.62,0.26,5.53,5.88,1
0.0,1.08,8.16,8.01,0.24,5
5.28,0.57,0.37,6.06,4.44,3
0.11,2.27,1.93,5.55,5.47,7
9.04,0.89,0.15,5.4,7.49,3
2.13,4.35,0.24,9.97,7.88,4
8.07,0.65,1.51,3.73,10.54,1
2.22,1.28,0.88,4.5,2.37,4
0.0,3.63,0.05,3.23,0.15,2
0.06,6.71,5.0,6.33,2.59,6
0.0,3.06,2.96,5.19,0.37,5
0.0,5.66,0.02,4.14,0.09,2
0.0,2.83,0.01,5.13,0.02,2
4.75,3.67,9.24,8.7,7.83,1
0.07,7.41,5.55,5.56,1.15,6
0.08,2.92,8.86,6.66,1.76,6
0.13,8.89,6.94,9.67,7.34,7
0.0,1.05,8.41,7.97,0.22,5
9.28,0.45,0.4,1.93,5.47,3
0.64,2.44,0.2,2.06,2.43,4
0.03,5.39,4.69,4.96,3.95,6
0.56,3.61,6.29,10.04,8.15,1
0.0,8.68,0.03,9.82,0.11,2
9.62,0.99,0.4,8.64,2.5,3
0.0,2.06,0.03,6.94,0.12,2
0.0,7.93,5.19,9.38,0.21,5
0.0,4.67,0.05,3.52,0.05,2
0.0,8.46,0.07,7.02,0.05,2
2.42,8.61,0.61,1.79,7.47,4
1.98,0.74,0.3,1.37,7.31,3
3.96,1.5,1.7,9.02,3.74,1
8.8,0.42,0.25,3.31,6.34,3
0.07,6.47,6.55,1.94,3.65,6
0.08,5.1,9.51,4.92,9.16,7
9.4,0.34,0.17,1.14,3.08,3
0.03,4.01,6.18,2.09,2.5,6
5.44,0.57,0.13,7.31,8.55,3
0.0,7.3,4.07,2.23,0.66,5
0.0,4.88,0.04,2.34,0.15,2
5.78,8.28,1.13,9.87,3.49,1
0.0,6.15,0.0,9.94,0.16,2
2.0,6.38,0.98,4.0,7.07,4
0.0,2.21,9.29,5.31,0.88,5
0.0,1.65,4.82,2.96,0.27,5
0.08,3.0,1.08,3.96,6.73,7
2.11,3.16,0.88,1.71,7.38,4
2.03,0.97,0.47,9.82,8.25,3
0.07,3.43,1.92,4.32,2.67,6
6.04,0.6,0.2,7.0,4.02,3
0.08,8.13,5.16,8.94,8.37,7
0.08,2.5,3.69,6.38,4.68,7
0.0,3.85,0.04,5.07,0.13,2
0.0,3.02,6.52,7.9,0.54,5
6.46,5.8,10.35,8.2,1.89,1
5.22,0.54,0.12,9.35,3.05,3
0.65,1.65,0.93,5.42,5.28,4
0.0,7.58,5.79,8.88,0.29,5
0.01,5.41,8.67,3.13,7.09,7
0.01,9.26,9.66,9.68,1.1,6
1.18,5.99,0.41,4.72,4.99,4
3.34,3.45,6.96,4.02,3.08,1
0.0,5.92,0.09,9.67,0.13,2
0.0,8.1,9.41,9.02,0.18,5
0.0,8.96,0.09,5.12,0.12,2
7.21,1.41,5.87,1.07,9.13,1
6.43,9.0,8.66,4.98,8.75,1
0.0,1.67,7.75,4.4,0.64,5
9.49,0.63,0.14,9.4,7.23,3
0.83,5.21,0.33,1.2,6.2,4
1.45,1.63,0.89,1.78,8.08,4
9.55,0.85,0.24,9.98,5.87,3
1.83,0.22,0.4,6.47,7.96,3
5.21,0.74,0.28,6.74,7.32,3
6.42,0.91,0.39,7.56,7.99,3
7.14,0.71,0.43,9.61,7.3,3
0.78,2.6,0.32,3.67,6.0,4
8.18,1.87,8.51,10.31,10.57,1
0.17,9.1,2.49,4.6,7.62,7
1.83,3.52,0.62,9.4,4.36,1
1.8,10.7,3.08,5.66,10.4,1
3.43,0.47,0.37,1.5,6.43,3
4.88,0.98,0.34,4.43,6.84,3
1.27,6.29,0.21,8.57,9.55,4
0.0,4.97,8.4,8.08,0.49,5
0.0,8.33,0.09,6.09,0.07,2
0.04,9.02,8.96,4.78,1.92,6
6.75,0.34,0.31,9.56,8.89,3
0.03,9.83,6.9,9.32,2.77,6
0.0,1.14,8.23,3.83,3.4,6
2.07,3.62,0.47,5.97,5.77,4
0.0,6.57,0.02,4.56,0.05,2
0.04,7.0,2.37,3.98,1.75,6
1.23,0.88,0.41,1.8,4.02,3
1.91,3.42,0.94,6.6,3.16,4
1.36,0.99,0.29,8.64,1.33,3
1.35,8.93,0.9,4.41,6.14,4
0.02,1.82,7.04,8.57,1.22,6
0.12,6.77,5.5,3.9,5.47,7
0.0,9.17,0.05,8.85,0.19,2
0.0,1.18,9.11,1.9,0.98,5
9.68,0.38,0.37,2.94,2.36,3
0.18,5.19,5.87,1.33,4.57,7
0.04,4.74,6.17,3.34,6.06,7
0.0,9.57,0.03,5.8,0.09,2
1.99,4.9,0.97,2.0,4.15,4
1.25,6.75,0.9,3.93,8.11,4
1.6,7.37,0.16,6.53,7.06,4
0.03,2.94,4.06,1.11,7.27,7
0.0,9.89,0.05,9.82,0.17,2
0.08,3.19,3.85,6.58,8.67,7
1.9,2.22,0.92,5.79,2.72,4
0.0,3.7,0.06,4.14,0.13,2
2.13,9.94,0.12,5.53,5.6,4
5.48,0.29,0.43,7.86,5.46,3
0.01,6.71,9.67,9.77,7.01,7
0.0,1.44,7.35,3.62,0.3,5
0.12,1.07,7.24,3.01,5.38,7
0.0,8.75,0.06,2.01,0.19,2
0.62,2.77,0.71,5.15,2.17,4
2.08,9.33,10.44,0.54,4.97,1
7.98,5.74,7.64,5.97,5.75,1
1.69,1.84,8.92,5.73,3.18,1
0.06,3.21,2.34,5.62,5.18,7
3.56,0.17,0.46,5.19,8.64,3
0.02,5.49,3.08,1.3,1.06,6
5.56,0.32,0.32,3.97,7.54,3
0.0,3.46,0.04,3.56,0.1,2
0.06,7.05,2.71,7.58,2.57,6
3.11,0.99,0.32,4.35,6.53,3
0.08,6.15,2.97,6.53,2.24,6
0.02,2.89,9.24,9.45,2.2,6
1.55,3.69,0.34,8.69,3.57,4
0.0,9.91,8.71,2.01,0.11,5
0.0,6.91,0.08,5.82,0.11,2
6.21,0.16,0.11,3.16,8.79,3
1.35,10.15,8.42,2.35,0.86,1
0.07,6.63,2.12,5.07,3.02,6
0.0,6.51,0.09,3.46,0.06,2
1.71,9.19,0.58,6.12,3.59,4
0.0,1.22,1.75,3.82,0.76,5
0.0,5.84,3.81,1.17,0.98,5
2.23,4.92,8.67,10.89,5.5,1
0.0,8.09,4.45,2.45,0.43,5
0.0,3.37,7.31,2.73,0.69,5
0.03,3.43,3.86,8.97,9.33,7
5.8,9.16,9.06,7.5,2.29,1
1.78,5.67,0.55,5.49,3.06,4
7.94,2.16,9.27,9.15,1.82,1
0.01,8.94,1.62,8.85,6.9,7
0.03,7.88,7.83,5.31,1.1,6
0.0,3.58,0.08,4.31,0.15,2
2.29,9.98,0.65,4.84,5.55,4
1.62,4.4,0.27,4.04,9.69,4
0.05,9.01,8.6,5.06,2.96,6
0.05,4.04,6.67,5.33,4.16,7
1.17,0.95,0.19,5.73,6.0,3
6.23,0.9,0.45,8.52,1.23,3
0.16,3.19,1.83,2.06,5.14,7
0.99,1.39,0.5,1.82,2.21,4
0.07,1.27,2.59,9.53,3.34,6
0.0,3.95,9.56,8.4,0.32,5
10.13,9.84,7.45,0.65,8.7,1
0.0,9.28,0.03,1.68,0.1,2
0.04,3.38,9.87,5.01,4.89,7
0.09,8.52,1.87,7.38,6.09,7
10.21,9.97,6.36,6.15,4.92,1
4.81,0.53,0.46,6.0,1.78,3
0.01,1.28,7.67,7.59,7.61,7
0.0,6.88,9.42,1.57,0.43,5
0.01,9.45,7.09,9.08,2.91,6
6.64,0.83,0.48,2.94,7.82,3
0.0,5.64,0.09,5.83,0.08,2
0.71,6.57,7.24,0.38,1.65,1
0.08,2.65,2.5,8.0,5.43,7
1.61,1.78,0.86,2.32,9.92,4
0.0,8.41,1.16,3.73,0.32,5
2.46,5.42,0.46,9.89,8.37,4
2.43,6.75,0.83,7.07,6.22,4
9.88,0.28,0.43,4.41,1.61,3
0.0,1.78,0.02,1.22,0.11,2
0.0,2.85,9.62,9.67,0.8,5
0.0,9.03,7.94,1.53,0.93,5
0.13,9.44,9.79,7.78,5.4,7
0.0,2.71,6.82,7.28,0.7,5
0.0,4.8,6.95,5.04,0.41,5
0.0,8.44,0.06,4.88,0.19,2
7.75,0.83,0.21,1.64,7.99,3
0.0,1.91,9.44,8.79,0.33,5
0.01,5.56,7.65,9.7,2.19,6
0.0,1.31,0.03,1.27,0.16,2
0.5,6.05,10.15,5.27,4.06,1
0.18,9.05,1.12,2.41,4.66,7
2.4,0.15,0.15,7.97,6.05,3
9.84,1.28,6.66,5.07,3.97,1
0.15,1.66,3.69,7.47,9.24,7
0.06,4.77,8.3,1.54,1.65,6
7.85,0.75,0.32,2.44,7.73,3
0.0,3.7,0.05,8.01,0.14,2
0.91,9.77,0.53,7.65,4.54,4
0.0,4.72,8.44,1.75,0.96,5
0.0,9.39,0.03,4.95,0.1,2
0.0,5.01,0.07,9.45,0.15,2
1.18,5.79,0.68,8.19,7.33,4
0.0,4.67,0.04,1.91,0.05,2
8.9,9.59,9.9,7.85,0.15,1
0.0,7.45,2.57,1.97,0.24,5
1.72,8.98,0.37,6.15,7.18,4
1.47,7.92,0.97,1.86,9.15,4
7.05,7.88,5.3,10.44,1.16,1
0.18,4.05,1.23,1.55,8.83,7
0.0,6.64,0.01,6.62,0.06,2
7.21,3.38,6.62,8.9,6.3,1
0.02,2.78,2.91,3.73,2.42,6
2.04,8.42,6.84,3.76,6.06,1
0.18,3.78,8.13,5.0,7.74,7
6.04,0.54,0.12,4.0,3.01,3
4.58,0.76,0.17,3.24,2.68,3
3.01,8.83,2.36,4.67,6.29,1
7.68,2.89,4.1,7.7,8.11,1
0.0,3.14,6.88,5.77,0.96,5
0.18,5.64,4.52,9.41,4.13,7
0.01,7.23,7.53,1.31,1.54,6
1.59,8.44,0.31,3.63,8.05,4
6.04,5.9,0.66,2.32,3.21,1
0.08,9.79,4.79,7.38,1.02,6
2.74,0.25,0.25,8.24,7.11,3
0.0,7.67,0.09,4.82,0.09,2
0.07,7.14,2.13,4.81,7.09,7
4.29,0.61,0.38,7.37,3.96,3
0.81,4.55,0.69,2.1,8.75,4
0.08,2.14,8.74,5.21,2.73,6
3.46,0.34,0.17,9.47,8.12,3
8.59,10.56,2.75,8.62,10.41,1
0.0,9.6,7.71,7.06,0.16,5
0.02,1.9,1.51,9.35,1.31,6
0.08,1.36,4.22,2.84,3.68,6
0.0,4.22,0.08,5.44,0.15,2
0.0,2.72,0.0,9.48,0.07,2
2.46,8.72,0.92,2.62,3.36,4
0.08,8.55,4.14,9.55,7.0,7
0.0,4.28,4.11,3.23,0.05,5
0.11,9.11,9.37,2.44,7.28,7
3.63,9.95,5.7,0.51,0.93,1
0.1,7.7,3.52,6.03,9.72,7
1.98,5.91,0.66,3.89,9.95,4
0.0,9.97,2.16,6.17,0.3,5
8.22,0.88,0.43,6.28,8.49,3
8.54,8.62,2.32,6.98,0.36,1
0.08,6.98,3.57,9.81,1.21,6
2.72,5.9,5.73,9.93,7.36,1
0.06,9.73,8.28,1.56,1.54,6
7.7,7.01,3.27,1.15,6.7,1
1.36,9.92,0.59,4.77,4.34,4
0.08,8.89,7.18,1.39,1.7,6
0.0,4.99,3.52,3.75,0.19,5
0.06,1.12,1.16,8.44,2.04,6
0.0,5.14,2.63,6.63,0.46,5
6.42,0.22,0.21,2.16,4.59,3
1.01,0.16,0.26,6.35,5.85,3
0.0,9.96,8.68,6.55,0.01,5
0.08,7.37,7.05,8.02,3.63,6
6.5,0.82,0.17,7.85,1.39,3
0.0,2.18,3.98,8.78,0.28,5
0.0,7.51,0.06,5.72,0.09,2
0.01,6.8,6.26,8.46,4.25,7
8.06,6.13,0.14,10.71,5.66,1
0.0,1.3,0.01,8.66,0.03,2
1.52,3.11,0.92,2.22,5.42,4
1.76,6.02,0.99,2.93,8.32,4
1.99,4.31,4.97,10.38,4.49,1
0.0,3.77,0.06,5.89,0.0,2
1.59,9.69,0.9,1.15,9.74,4
2.14,5.03,0.95,2.13,5.71,4
0.02,3.95,5.55,7.87,5.37,7
0.0,7.9,2.62,1.58,0.5,5
5.15,0.69,0.32,8.16,3.19,3
8.68,6.25,7.18,8.43,9.7,1
2.79,0.44,0.35,8.92,3.85,3
1.39,1.89,0.2,3.63,7.66,4
0.0,1.37,0.03,3.65,0.1,2
2.03,5.31,0.7,1.28,4.23,4
0.03,1.82,5.19,5.33,3.9,6
0.02,8.07,7.14,6.84,6.01,7
0.13,9.74,5.98,8.31,6.8,7
4.77,6.01,1.49,7.65,8.05,1
0.0,7.83,2.11,6.03,0.76,5
0.17,4.76,2.94,1.87,5.13,7
0.02,7.25,8.47,3.88,1.94,6
0.0,1.6,9.42,4.72,0.93,5
0.0,9.51,6.77,9.18,0.75,5
0.0,5.87,0.07,7.64,0.05,2
7.81,0.74,0.4,6.85,5.06,3
4.63,1.0,0.48,8.25,1.32,3
0.12,5.67,7.76,9.38,9.65,7
0.0,4.42,0.01,4.19,0.1,2
0.0,5.01,6.23,9.46,0.23,5
0.08,2.55,1.87,4.05,8.06,7
0.0,5.25,0.07,6.72,0.06,2
0.0,9.6,3.58,2.55,0.84,5
0.18,5.21,6.03,2.61,4.3,7
5.86,0.93,0.43,4.9,6.85,3
0.0,7.16,0.02,8.89,0.06,2
0.0,3.65,2.87,7.46,0.69,5
0.01,7.87,4.55,8.39,9.0,7
6.85,0.3,0.47,7.05,1.19,3
1.28,5.1,0.56,1.32,8.27,4
2.31,1.78,0.19,4.55,2.55,4
1.99,0.66,0.21,8.55,4.73,3
0.0,7.24,0.08,7.29,0.06,2
1.28,9.94,0.49,2.62,9.47,4
9.53,0.14,0.13,3.51,3.55,3
0.03,8.08,6.64,4.21,3.19,6
0.09,4.36,7.25,8.37,2.14,6
10.29,9.89,0.01,6.87,8.62,1
0.06,5.4,5.36,7.74,1.72,6
0.11,3.91,6.86,5.56,7.16,7
7.52,7.07,10.24,7.32,5.2,1
0.06,3.81,5.65,7.13,3.24,6
0.08,6.24,8.73,7.65,9.39,7
0.01,3.81,7.61,1.48,3.34,6
0.06,9.26,6.75,1.35,7.76,7
0.0,8.08,6.17,8.71,4.52,7
0.0,3.12,2.1,8.43,0.15,5
5.56,8.78,8.28,1.8,2.44,1
0.12,7.93,4.66,4.59,5.58,7
0.0,7.2,2.56,8.37,0.91,5
0.05,5.17,6.94,6.07,1.93,6
5.51,7.82,9.48,2.8,2.33,1
0.06,2.38,7.37,7.22,1.04,6
2.09,5.86,0.89,1.97,4.98,4
0.0,3.97,8.94,4.82,0.45,5
0.01,2.17,7.55,6.41,4.28,7
1.78,4.49,0.63,8.59,2.95,4
10.58,6.07,5.33,4.6,1.05,1
9.0,2.73,0.16,2.64,3.88,1
0.18,2.24,4.41,1.71,7.15,7
0.02,7.58,1.17,3.1,7.56,7
0.0,4.43,6.99,2.05,1.99,6
0.0,1.09,3.78,2.83,0.01,5
0.06,1.51,6.76,7.8,2.79,6
0.0,9.44,2.41,1.46,0.53,5
0.0,2.62,0.01,9.89,0.08,2
0.0,2.55,0.02,8.99,0.03,2
0.0,7.55,2.31,1.59,0.46,5
0.0,3.1,1.47,3.17,0.64,5
0.0,8.46,1.09,5.27,0.73,5
0.04,7.9,5.09,5.87,1.67,6
5.56,0.39,0.37,6.22,1.39,3
3.88,0.54,0.26,4.59,1.91,3
0.0,4.59,0.02,6.5,0.12,2
8.11,0.37,0.1,2.37,9.96,3
0.0,3.15,9.67,8.55,0.54,5
0.0,1.72,0.06,6.63,0.04,2
0.11,6.8,8.26,6.67,4.17,7
2.45,2.74,3.07,6.0,5.77,1
0.0,6.2,5.02,7.52,0.76,5
0.0,1.82,0.06,3.28,0.01,2
0.02,2.39,8.06,1.89,2.69,6
0.0,8.93,0.0,3.63,0.14,2
0.0,1.65,0.08,6.44,0.02,2
8.78,0.73,0.22,3.8,6.44,3
0.08,8.89,1.66,7.43,3.55,6
0.0,8.72,0.01,4.73,0.0,2
3.42,0.94,0.77,8.89,7.02,1
0.17,6.34,7.83,2.2,8.23,7
0.0,5.52,0.0,6.98,0.11,2
5.66,0.36,0.34,5.59,6.58,3
0.07,3.92,8.47,3.4,8.19,7
0.05,7.02,7.03,9.79,3.73,6
0.0,6.46,0.0,1.38,0.01,2
1.07,9.5,0.84,3.98,2.21,4
0.0,2.66,0.01,7.13,0.01,2
2.5,9.09,0.1,4.3,7.55,4
0.09,8.07,3.35,2.43,2.3,6
0.0,4.39,7.43,7.17,0.21,5
0.0,6.86,0.06,6.16,0.1,2
0.15,9.68,6.68,7.45,7.93,7
0.03,1.78,6.13,8.38,5.98,7
0.0,1.49,0.08,4.83,0.13,2
8.3,0.08,9.01,3.73,2.92,1
4.54,2.01,9.91,4.07,6.28,1
4.3,0.89,0.11,6.14,4.41,3
0.0,3.41,7.11,5.28,4.47,7
8.29,0.95,0.46,4.36,6.03,3
1.95,3.41,0.2,3.95,4.3,4
0.0,2.58,8.43,6.49,0.59,5
0.0,7.45,0.02,9.66,0.1,2
0.0,2.5,4.29,4.23,0.48,5
9.61,0.39,0.17,3.2,7.5,3
0.0,2.58,1.48,1.08,0.28,5
0.0,9.0,0.07,4.01,0.1,2
2.75,0.27,0.28,8.98,7.33,3
0.0,5.09,5.02,9.71,0.6,5
1.07,4.23,0.38,4.5,8.74,4
