C2H2,C2H4,CH4,H2,C2H6
8.42,7.33,10.29,2.3,2.43
2.85,4.45,3.91,7.02,0.74
0.03,6.76,6.42,3.67,2.59
8.36,0.11,0.4,4.52,9.1
1.09,7.16,0.29,4.6,6.17
0.09,4.19,5.59,2.19,8.88
0.0,2.78,0.09,5.37,0.09
7.38,5.33,4.61,6.99,0.88
1.93,3.16,0.97,6.3,2.12
1.98,5.91,0.66,3.89,9.95
5.56,8.78,8.28,1.8,2.44
7.7,7.01,3.27,1.15,6.7
0.14,3.83,8.26,4.35,9.89
0.67,8.45,0.58,3.57,8.56
0.0,3.09,9.91,7.38,3.51
6.66,2.65,8.22,6.23,9.93
0.03,3.11,6.22,2.41,2.3
1.52,1.36,0.11,8.05,2.06
0.0,6.6,0.09,7.79,0.04
0.02,6.33,9.93,3.76,9.55
3.8,0.73,0.15,6.72,2.61
6.13,2.81,1.13,0.46,5.44
0.03,1.57,1.76,3.63,2.77
0.04,9.88,2.65,2.77,5.65
0.0,9.52,6.52,1.89,0.4
0.0,5.53,0.05,7.89,0.12
0.12,5.45,5.49,1.4,9.7
0.03,4.34,6.14,6.48,9.89
1.04,3.27,0.67,6.59,9.92
1.31,6.83,0.71,6.32,5.1
7.39,0.65,0.45,9.67,9.56
0.0,2.37,7.04,8.47,0.23
0.06,6.72,9.21,9.51,2.26
2.19,1.09,0.94,9.14,4.14
0.09,7.78,6.37,2.68,1.63
6.61,0.51,0.3,9.82,9.48
0.07,2.87,2.33,8.94,4.38
1.88,3.55,0.81,1.79,5.81
9.13,0.25,0.41,3.3,7.74
0.0,1.16,3.12,7.78,0.07
0.19,3.32,7.23,6.35,9.33
0.13,9.7,6.13,4.78,6.69
0.08,8.14,7.89,7.06,1.5
0.0,2.26,0.03,5.17,0.11
2.48,3.0,0.57,2.05,6.12
7.4,0.55,0.16,7.86,4.67
0.0,3.18,7.53,3.28,0.73
0.04,7.16,6.11,3.01,2.81
0.11,5.74,3.37,8.12,7.67
7.05,7.88,5.3,10.44,1.16
2.45,2.46,0.7,2.27,3.16
0.0,7.7,6.21,9.71,0.96
5.69,0.46,0.12,8.2,2.0
0.0,5.44,2.03,9.4,0.7
0.0,4.84,1.82,1.42,0.63
0.01,2.59,7.87,2.54,6.7
0.0,2.52,0.01,8.09,0.16
0.06,4.69,3.54,3.75,3.26
2.63,0.79,0.55,5.43,7.02
0.1,9.68,7.67,9.9,8.81
0.0,5.51,0.08,1.88,0.01
0.0,4.87,6.39,4.27,0.84
0.04,6.24,5.52,1.25,3.97
0.06,7.13,1.24,3.54,3.73
5.65,0.44,0.4,2.98,9.84
0.0,8.62,0.0,4.44,0.14
0.03,9.07,5.03,6.0,2.4
9.34,6.69,9.02,8.4,1.5
9.28,8.34,3.72,9.8,10.51
0.91,2.66,0.33,5.66,3.26
0.0,2.11,5.66,2.4,0.24
0.0,2.02,0.05,6.06,0.04
0.05,5.17,6.94,6.07,1.93
0.0,9.4,0.05,5.36,0.15
0.1,4.36,4.06,1.23,4.48
1.7,0.66,0.3,1.42,2.77
1.61,1.78,0.86,2.32,9.92
0.17,3.36,8.05,2.31,9.97
1.88,1.44,1.19,2.45,3.29
2.19,4.34,0.32,4.5,5.89
0.0,3.44,3.7,9.1,0.97
0.96,4.47,0.37,7.92,6.0
0.08,3.73,8.82,4.99,3.55
2.41,0.03,6.7,5.08,7.64
4.28,0.57,0.24,7.01,1.53
0.0,3.52,0.02,1.5,0.19
0.18,7.26,5.99,9.98,8.33
1.07,7.54,0.67,5.86,4.98
0.06,5.28,5.06,9.93,8.38
2.83,0.84,0.13,5.24,4.11
0.0,1.39,8.75,3.12,0.62
9.16,5.0,4.35,4.49,9.91
5.67,2.2,7.39,0.25,5.51
9.12,2.19,5.26,10.51,3.35
8.78,0.62,0.36,8.13,4.23
0.0,8.13,9.27,1.56,0.17
0.09,6.38,8.63,5.57,3.06
0.05,4.62,1.55,7.0,3.28
9.65,2.87,3.34,10.49,3.33
7.21,1.41,5.87,1.07,9.13
3.64,0.4,0.19,1.37,3.79
0.0,9.78,0.01,8.26,0.02
6.72,0.82,0.42,7.24,1.35
0.0,7.63,7.36,6.3,0.72
0.05,9.01,8.6,5.06,2.96
0.02,3.95,5.55,7.87,5.37
8.13,0.44,0.37,8.18,6.45
0.61,2.06,0.54,5.12,6.66
3.72,10.18,10.12,6.45,4.0
2.88,0.76,0.28,3.18,4.85
0.0,4.34,8.9,2.64,0.39
3.67,0.98,0.5,3.04,1.14
0.03,1.01,8.28,4.82,4.26
0.0,9.2,0.03,2.92,0.13
7.3,0.72,0.18,4.6,9.28
0.0,3.31,2.08,4.35,4.67
1.45,1.63,0.89,1.78,8.08
0.0,8.44,3.3,5.8,0.01
1.8,9.64,0.44,8.62,3.35
9.56,0.51,0.35,4.12,4.96
8.69,3.86,6.51,9.21,0.12
8.71,3.2,0.94,6.83,3.26
0.0,7.43,0.04,3.98,0.16
0.05,4.77,5.29,9.21,8.66
0.07,1.48,5.11,9.63,1.21
0.01,2.59,6.98,8.19,2.2
8.09,0.98,0.11,2.68,3.38
0.15,7.1,1.33,9.63,9.2
7.82,0.3,0.41,3.62,1.3
2.19,7.96,0.28,1.41,6.29
2.02,9.27,0.54,8.2,1.57
5.88,9.22,10.37,9.59,1.52
0.06,2.65,7.73,5.63,1.09
1.08,7.92,0.82,8.2,2.27
8.98,0.98,0.13,1.59,9.81
1.45,0.18,0.17,1.4,6.76
0.09,4.97,3.63,7.05,1.91
0.0,8.5,2.89,8.19,0.01
0.03,3.19,1.45,9.49,2.45
0.0,4.15,7.71,7.65,0.6
0.08,2.64,1.79,5.32,3.68
0.02,7.53,6.77,2.36,2.79
0.0,3.44,0.01,3.46,0.17
0.0,7.94,0.05,4.24,0.01
0.16,2.26,5.1,5.42,5.64
0.14,3.82,4.19,1.16,6.51
0.0,4.46,0.01,8.54,0.14
0.0,9.59,2.95,4.66,0.59
0.01,6.62,7.92,4.96,4.77
1.01,10.3,1.78,7.32,0.95
10.15,3.4,4.26,5.73,8.49
6.25,0.75,0.24,8.45,4.52
0.03,5.21,2.82,5.02,2.73
0.0,7.3,7.41,4.95,0.65
0.91,3.7,0.57,2.43,8.33
7.68,2.89,4.1,7.7,8.11
2.25,8.22,0.78,2.6,7.54
0.11,3.67,2.33,6.04,5.52
0.07,7.63,3.13,4.17,2.35
10.76,10.15,4.83,6.13,0.42
0.0,9.6,0.01,6.6,0.02
0.09,3.09,5.57,3.85,1.81
1.26,5.85,0.2,4.76,5.27
1.86,2.35,0.59,9.83,6.63
0.0,1.69,1.93,8.17,2.64
1.31,4.39,0.6,1.92,4.34
8.86,0.27,0.1,6.08,4.6
6.41,5.66,6.55,4.14,3.74
0.1,3.64,6.23,2.41,5.23
5.98,9.21,5.83,0.83,9.08
3.0,6.4,9.48,4.09,7.03
4.85,6.38,4.27,9.55,2.79
0.07,3.71,3.82,5.34,6.4
0.14,9.5,4.34,4.49,6.05
1.11,1.62,0.47,5.11,8.66
0.0,9.47,4.83,7.12,0.03
0.0,5.75,5.43,8.38,2.98
0.09,4.97,6.05,2.28,3.5
0.09,7.1,6.91,7.07,3.55
0.03,1.78,9.49,1.7,3.07
1.92,2.84,0.53,3.97,6.24
0.02,2.89,9.24,9.45,2.2
5.39,0.54,0.17,2.54,7.99
0.0,1.77,1.05,8.1,0.16
6.18,0.22,0.24,2.77,8.69
0.0,4.67,0.04,1.91,0.05
1.58,2.97,0.75,3.5,6.31
2.47,1.8,0.55,8.23,3.91
0.05,5.75,8.86,8.6,5.15
0.47,9.5,0.14,0.25,4.85
0.18,6.43,8.15,2.68,5.19
0.0,1.52,8.44,8.43,0.82
1.71,9.19,0.58,6.12,3.59
1.21,2.68,0.82,6.31,8.47
3.77,6.16,9.81,6.16,10.13
0.05,5.08,8.19,3.55,2.51
0.1,4.95,9.29,8.4,6.33
1.7,3.01,0.59,1.84,2.09
0.0,9.31,0.07,7.13,0.1
7.91,5.98,10.65,7.72,2.78
0.09,5.54,2.04,3.21,3.27
0.0,3.59,0.07,8.36,0.1
0.0,2.07,0.01,5.11,0.16
0.0,3.72,6.43,5.71,0.0
0.04,4.71,1.97,7.65,3.96
0.0,4.81,0.04,2.96,0.18
8.99,2.38,6.78,2.57,2.41
0.0,4.96,5.81,7.14,0.02
1.68,2.6,0.25,7.96,9.51
0.06,3.23,6.89,8.16,2.72
7.91,8.5,5.35,7.44,1.56
0.0,2.13,4.3,3.12,0.41
0.01,9.42,4.94,7.53,1.35
0.16,1.88,1.59,1.77,8.46
2.09,9.87,0.7,1.74,7.62
5.12,7.2,9.31,7.66,1.8
8.25,0.2,0.38,8.12,9.68
1.94,2.7,0.79,5.6,3.39
0.0,9.71,0.07,1.67,0.01
0.0,7.76,0.06,3.2,0.02
3.52,1.72,4.51,0.08,0.98
0.0,5.46,3.14,9.62,0.55
0.0,1.59,1.76,1.76,0.43
0.0,5.21,0.02,8.79,0.16
0.0,8.97,4.63,1.23,7.64
0.0,1.08,8.16,8.01,0.24
0.08,4.27,2.5,2.02,1.72
0.77,6.01,0.22,4.35,3.66
0.0,5.99,8.18,9.46,0.92
1.01,4.12,0.35,5.54,4.07
0.0,9.04,3.39,3.65,0.51
6.76,3.22,5.01,7.3,5.03
0.0,2.9,7.2,5.48,0.45
2.34,6.73,0.36,7.98,4.83
0.0,5.38,6.18,4.94,0.73
0.1,8.19,9.43,8.36,8.03
0.8,7.17,0.84,6.02,7.16
0.0,7.33,0.0,6.52,0.01
0.0,3.22,3.47,8.02,0.54
1.04,7.16,0.21,5.4,7.96
1.03,4.05,0.79,4.78,4.49
0.16,7.46,2.08,7.56,4.8
0.0,6.43,0.05,2.76,0.07
0.0,4.25,0.01,9.13,0.0
0.07,6.79,2.75,9.32,1.25
1.35,0.54,0.14,4.06,8.45
2.65,0.53,0.18,3.91,4.76
0.61,9.15,0.41,4.91,5.95
0.97,2.17,0.27,2.71,8.57
0.0,3.62,7.54,1.54,0.92
1.01,8.06,2.9,0.45,5.9
3.34,9.05,1.57,10.33,6.33
0.03,5.92,9.04,5.27,8.54
0.05,3.9,9.42,6.17,5.65
1.15,2.48,0.32,9.26,2.86
0.09,0.62,0.26,5.53,5.88
0.01,3.73,6.83,5.42,7.98
0.0,8.05,6.6,7.58,0.41
0.1,6.43,5.11,8.01,9.98
4.2,0.42,0.49,6.12,2.54
0.0,7.75,0.03,9.03,0.03
0.0,6.58,8.65,2.49,0.49
2.3,8.49,0.86,8.82,2.24
0.0,3.45,0.03,3.55,0.02
5.75,9.6,10.74,5.39,4.7
5.9,0.59,0.32,9.14,5.84
0.04,9.78,8.5,1.64,3.09
1.2,1.79,0.32,9.13,9.27
0.7,8.17,0.34,7.03,4.53
0.11,9.28,1.73,7.15,5.33
6.26,3.42,1.3,5.11,3.9
0.05,6.12,9.92,8.67,3.88
0.06,3.64,3.72,8.09,6.39
0.0,6.55,8.17,4.25,0.77
0.0,3.47,0.01,2.1,0.02
7.46,0.89,0.31,8.31,3.92
0.04,5.05,6.79,4.6,1.91
0.0,6.79,0.02,2.26,0.03
1.51,6.32,3.21,4.33,0.48
0.0,2.61,0.07,1.78,0.18
2.32,8.28,4.7,4.62,0.44
6.34,0.9,0.25,7.82,9.1
1.92,1.89,0.36,2.33,3.96
0.0,1.31,0.09,1.53,0.09
0.0,1.42,3.58,8.05,0.59
0.13,7.3,2.51,1.4,9.49
0.06,9.73,8.28,1.56,1.54
8.63,7.12,4.69,0.17,0.46
0.0,8.73,7.96,8.81,0.31
3.36,0.78,0.37,7.93,5.96
1.39,1.89,0.2,3.63,7.66
0.0,6.94,0.04,1.98,0.11
0.63,4.16,0.74,7.51,8.49
0.0,2.28,0.07,2.64,0.13
6.13,0.17,0.24,6.2,4.85
1.21,6.08,0.73,1.92,6.83
9.2,7.88,3.61,2.32,1.79
0.0,2.43,0.02,6.56,0.09
0.0,8.28,7.41,8.74,0.17
2.46,5.42,0.46,9.89,8.37
0.03,2.83,1.79,6.03,4.0
1.8,4.96,0.41,7.04,8.17
1.22,8.91,0.46,3.31,8.82
5.49,0.63,0.43,2.07,2.07
0.06,7.29,1.44,3.11,2.07
4.74,0.14,0.16,3.48,3.8
2.04,3.18,0.25,9.44,3.84
1.68,6.95,0.27,7.66,2.83
2.42,4.14,0.55,6.23,6.73
0.0,9.16,5.75,4.6,0.95
9.08,0.58,0.18,9.81,5.33
0.0,1.96,0.04,6.98,0.17
1.14,7.93,0.98,1.27,6.45
0.04,7.19,9.9,1.48,3.34
0.08,7.41,4.35,8.82,7.53
5.1,1.67,2.62,2.41,4.74
2.69,0.93,0.19,4.19,9.8
0.0,2.9,3.67,4.22,2.69
0.0,7.65,0.09,5.11,0.13
6.06,0.22,6.56,5.04,7.79
7.37,4.57,5.2,6.38,6.24
0.0,3.29,0.02,1.89,0.1
8.32,7.35,6.24,9.56,9.39
2.8,0.83,0.19,3.23,9.07
0.0,1.77,0.01,5.57,0.05
0.0,5.99,0.02,7.92,0.02
4.74,0.46,0.42,5.45,2.45
0.09,7.01,8.17,5.69,2.1
1.4,8.15,0.49,6.42,7.94
9.42,0.39,0.38,5.56,7.72
0.01,1.55,8.99,1.06,3.73
1.74,2.58,6.01,2.24,8.27
0.0,8.31,4.58,5.07,0.37
0.0,7.99,0.09,9.93,0.17
0.98,7.36,0.13,3.47,7.48
0.0,1.89,9.45,1.27,0.59
0.03,4.01,6.18,2.09,2.5
0.03,4.4,7.66,8.76,2.4
7.6,0.84,0.15,7.89,7.65
0.84,9.09,0.46,6.18,7.76
0.13,6.89,3.32,3.81,9.92
1.43,5.14,0.24,9.96,6.3
2.36,3.84,0.32,5.01,5.66
6.66,5.88,8.46,7.18,10.46
1.77,1.61,0.88,6.02,7.46
0.0,4.91,0.03,7.83,0.12
0.0,7.58,0.06,4.31,0.1
0.0,9.26,3.34,5.33,0.06
0.02,5.52,7.26,4.81,3.61
3.96,1.5,1.7,9.02,3.74
4.63,0.65,0.3,8.75,7.61
0.36,10.4,1.25,9.37,10.17
2.04,8.42,6.84,3.76,6.06
0.0,9.57,5.35,1.86,0.39
0.0,7.71,8.14,7.37,0.65
0.0,6.84,0.01,5.49,0.08
0.93,4.06,3.92,5.15,2.22
0.0,5.91,9.43,7.26,0.12
0.0,6.55,6.18,7.66,0.37
0.02,8.57,1.24,4.27,4.36
5.08,0.84,0.35,8.69,9.56
2.08,1.34,0.86,3.77,7.15
0.06,4.1,2.91,7.51,9.15
0.04,5.02,7.9,2.85,9.23
0.0,9.66,0.05,6.33,0.03
0.1,6.39,6.24,7.15,6.44
0.0,4.15,0.04,5.08,0.01
0.0,1.36,6.51,8.13,3.57
0.04,1.85,1.18,4.85,5.79
0.08,2.55,1.87,4.05,8.06
6.91,2.14,7.59,10.33,3.57
2.06,5.0,0.37,1.33,9.26
0.16,4.58,6.58,4.82,5.88
0.0,5.29,7.37,9.06,0.89
7.65,6.09,6.1,7.71,4.58
1.62,0.69,0.15,5.59,3.61
2.12,2.48,0.96,4.86,6.21
9.22,9.31,7.68,4.79,7.55
9.91,0.2,0.16,1.26,8.79
0.11,7.62,9.33,7.89,5.49
8.89,4.51,2.65,8.15,5.66
0.01,3.33,1.88,2.81,5.8
0.07,4.75,3.64,7.25,6.64
1.85,3.41,0.89,5.11,2.43
5.04,0.54,0.14,2.27,1.34
0.12,1.24,4.05,5.52,6.1
0.0,6.2,5.02,7.52,0.76
9.05,0.83,0.19,5.93,3.95
8.05,7.79,7.88,0.13,9.26
2.0,6.86,0.43,6.33,6.5
0.0,3.13,0.03,1.4,0.03
3.88,0.94,0.32,2.7,9.55
1.66,8.79,0.59,3.69,2.74
0.0,5.3,0.01,2.42,0.08
0.0,5.85,2.88,3.85,0.07
2.29,6.41,0.14,6.04,6.52
5.8,9.16,9.06,7.5,2.29
5.57,0.63,0.21,8.91,4.3
0.02,6.95,8.76,9.48,1.39
0.0,9.5,7.1,9.14,0.69
0.12,2.27,7.41,7.54,7.36
0.06,8.98,8.42,6.43,8.52
0.0,4.35,2.86,1.19,2.4
0.0,8.33,0.02,6.66,0.03
5.35,5.22,1.69,5.54,8.4
0.01,4.52,1.53,8.98,2.89
0.17,2.93,2.4,2.62,8.61
0.07,9.39,9.46,6.68,3.05
9.56,0.24,0.34,7.2,7.14
1.58,9.35,5.13,1.74,0.83
0.07,7.53,7.44,9.74,7.79
0.0,1.78,0.02,1.22,0.11
0.06,2.37,6.72,9.12,5.25
1.83,0.76,0.36,6.67,2.89
9.58,1.92,5.05,1.01,2.88
2.62,0.83,0.38,6.23,8.44
0.0,6.37,0.09,9.24,0.09
1.49,4.94,0.91,4.15,6.32
0.0,4.86,3.11,4.68,0.56
2.07,3.62,0.47,5.97,5.77
1.41,5.34,0.12,8.59,4.11
4.09,0.12,0.41,4.79,4.14
0.18,7.23,5.51,8.16,7.33
0.03,4.47,4.62,6.95,5.53
9.53,5.97,10.03,10.85,2.57
0.06,5.1,4.85,7.61,2.23
0.0,9.75,0.08,1.74,0.0
7.5,0.7,0.14,4.5,8.71
7.89,0.65,0.46,4.4,4.11
0.0,4.24,4.38,8.04,0.51
1.11,2.29,0.4,2.68,6.83
6.72,10.18,7.64,3.7,1.76
0.0,8.21,0.08,7.86,0.05
4.9,10.18,4.99,10.32,5.43
7.42,1.48,5.86,3.3,9.77
0.0,9.46,6.97,1.75,0.54
0.0,5.72,0.07,5.96,0.12
1.45,0.52,0.25,1.82,1.21
0.0,1.14,6.21,4.17,0.53
0.08,3.7,3.8,3.27,6.84
4.94,0.8,0.25,9.4,9.31
0.0,8.63,5.91,3.86,0.46
0.08,8.67,4.18,8.61,8.84
8.88,2.66,1.59,6.11,10.54
4.0,0.17,10.34,4.56,6.56
4.1,7.75,2.02,6.26,2.49
0.0,3.62,8.73,6.38,0.89
7.9,0.9,0.45,4.53,4.94
2.46,3.41,0.68,4.3,6.08
0.0,8.65,6.84,3.22,0.7
0.07,7.14,2.13,4.81,7.09
0.15,3.0,3.64,2.47,7.27
0.0,6.79,0.0,7.69,0.15
4.78,8.91,10.28,5.79,5.77
0.09,2.06,8.65,2.68,4.54
3.69,7.23,3.42,9.31,5.77
9.64,0.34,0.38,2.43,7.12
9.04,0.89,0.15,5.4,7.49
0.06,6.07,3.63,7.18,2.9
0.0,9.13,0.07,9.99,0.04
0.07,9.46,5.47,8.06,2.27
0.02,3.13,6.66,8.59,5.56
0.0,7.21,1.13,6.03,0.42
0.0,2.02,6.4,4.8,0.4
0.0,8.36,8.04,9.85,0.41
1.09,9.13,0.57,2.64,6.99
0.03,4.67,8.58,6.64,3.09
2.75,0.62,0.14,6.91,6.47
3.96,6.5,6.6,9.76,7.94
0.08,1.86,7.57,4.26,1.74
6.7,8.16,4.76,1.46,7.23
7.58,8.67,4.23,9.41,9.15
5.22,5.74,8.26,9.68,9.51
1.07,0.71,0.33,5.36,2.34
2.02,5.25,0.5,3.02,6.42
4.55,7.22,8.36,4.15,5.01
0.0,5.22,1.82,8.47,0.63
0.02,4.95,7.65,9.25,4.27
0.06,1.67,4.73,8.35,1.14
8.4,5.95,5.39,2.98,8.46
1.55,0.4,0.37,3.56,1.19
6.82,0.53,0.18,8.54,9.9
2.06,7.97,0.51,4.45,9.85
8.01,3.19,0.62,1.99,9.18
0.01,4.18,6.25,7.75,8.21
7.91,2.11,0.84,6.64,10.09
0.0,2.19,0.05,4.72,0.16
0.0,6.53,0.07,8.25,0.17
0.0,9.28,0.05,3.08,0.09
0.01,2.55,7.0,4.08,1.12
0.01,9.5,9.66,6.37,2.6
9.47,6.11,4.78,4.86,2.17
0.05,2.47,2.74,9.18,1.15
0.12,6.62,7.12,8.23,5.63
0.02,9.47,8.53,9.4,2.19
0.0,1.37,5.47,7.18,0.04
0.0,8.59,6.18,5.6,0.5
0.97,7.74,0.13,4.22,8.79
0.0,6.22,0.04,9.27,0.19
0.0,7.23,0.01,3.06,0.0
0.65,1.65,0.93,5.42,5.28
0.0,9.68,0.05,2.49,0.17
5.61,0.88,0.26,8.66,1.41
0.74,4.84,0.98,4.61,5.31
2.22,1.28,0.88,4.5,2.37
0.0,3.94,0.02,6.17,0.08
0.0,6.26,0.05,7.49,0.06
0.17,1.53,7.03,4.37,9.7
5.56,0.39,0.37,6.22,1.39
1.36,3.09,0.49,3.55,2.22
0.0,6.76,0.03,3.71,0.19
0.0,6.17,0.01,4.03,0.16
0.0,7.6,3.96,6.23,0.86
0.58,4.03,10.18,5.39,7.96
0.04,3.57,7.31,2.68,1.39
0.08,5.72,3.15,8.1,1.46
0.02,7.52,7.74,8.78,1.89
2.76,7.58,9.71,6.28,9.87
2.56,0.7,0.18,2.27,5.94
0.85,0.67,2.62,4.23,6.78
0.0,5.4,0.0,5.46,0.04
0.0,3.28,0.04,4.18,0.0
0.82,9.91,0.15,7.63,8.14
1.23,3.82,0.23,4.02,2.79
0.0,6.59,2.99,4.95,0.26
0.06,6.0,3.16,1.19,5.98
10.54,6.58,5.85,4.88,10.77
1.58,8.28,0.6,5.73,3.94
0.08,9.53,3.46,9.0,1.44
2.57,1.44,1.77,1.82,8.79
1.65,8.97,0.78,1.13,7.51
5.02,5.23,3.05,3.09,0.96
1.85,6.49,0.25,8.12,4.96
0.0,7.28,9.48,5.95,0.3
0.09,5.36,9.83,4.07,1.13
0.06,7.38,3.94,5.19,5.03
0.0,1.09,1.28,9.28,0.44
1.27,1.64,0.65,2.78,4.34
1.47,6.24,0.62,3.36,8.47
0.0,7.49,4.49,2.71,0.74
7.75,0.83,0.21,1.64,7.99
2.08,9.36,0.68,3.77,3.8
1.64,5.63,0.96,1.57,9.71
9.41,0.74,0.17,3.6,7.1
1.3,1.05,0.75,6.83,9.28
0.06,1.86,3.34,6.22,9.13
4.31,0.03,6.88,9.7,1.96
0.04,1.43,3.73,4.15,1.93
0.13,8.57,6.49,1.36,6.27
0.11,2.27,1.93,5.55,5.47
0.08,8.86,1.48,7.31,3.15
2.68,4.93,0.98,9.52,3.51
0.0,8.31,2.92,2.09,0.81
6.56,9.87,2.55,7.99,6.32
0.0,1.51,0.03,3.11,0.02
7.96,0.6,3.62,5.17,4.4
3.9,0.52,0.45,5.36,4.43
0.0,2.6,0.01,5.5,0.03
1.8,4.45,0.7,2.37,6.86
5.71,3.33,6.37,6.1,10.76
0.0,4.35,0.09,4.08,0.07
0.05,3.68,8.9,5.01,1.2
0.11,3.72,9.18,2.67,6.79
0.0,7.38,0.08,7.29,0.11
0.1,8.0,1.59,4.02,7.76
0.12,3.26,9.89,5.48,5.79
0.08,6.85,7.52,5.76,3.17
5.15,0.69,0.32,8.16,3.19
0.0,4.2,1.13,8.86,0.48
0.0,5.14,2.63,6.63,0.46
0.0,2.19,6.61,2.91,0.36
0.1,8.15,5.05,8.19,9.55
0.65,5.48,0.82,8.84,3.82
0.08,7.07,9.6,3.37,6.54
2.48,1.88,0.87,6.81,7.65
0.0,5.84,0.06,4.54,0.14
0.08,1.4,5.36,3.76,2.37
4.16,6.09,2.85,0.4,9.71
0.0,4.98,7.76,2.38,0.58
8.25,0.13,0.23,5.27,9.89
1.28,1.99,0.41,2.7,2.62
7.9,0.41,0.49,2.83,2.69
9.26,0.89,0.39,4.78,8.52
6.13,0.79,0.14,5.91,6.31
2.48,3.4,0.77,1.1,8.48
0.0,4.59,2.37,2.99,0.82
0.0,6.15,0.0,9.94,0.16
1.67,2.04,0.4,3.82,7.1
0.0,6.87,0.01,7.87,0.01
1.05,3.62,0.61,1.35,5.26
0.0,7.57,0.03,5.21,0.07
1.78,9.79,0.33,7.12,5.28
0.0,1.2,6.84,9.54,0.7
0.07,1.05,3.95,7.82,3.4
0.19,2.12,4.46,2.64,8.02
0.0,6.9,0.06,6.97,0.1
0.0,6.1,7.61,3.47,0.04
5.96,0.35,0.2,3.71,7.68
0.0,1.58,7.36,7.7,0.24
0.0,9.81,1.73,5.93,0.41
3.13,2.93,5.66,2.96,2.46
0.0,1.67,7.75,4.4,0.64
1.43,9.49,0.93,6.87,4.34
0.0,3.04,0.01,8.99,0.02
2.93,0.69,0.16,3.8,5.49
0.0,4.1,0.08,1.31,0.17
0.11,4.77,1.54,3.29,9.74
1.19,2.99,0.85,2.07,7.32
7.12,9.28,4.36,9.85,4.28
2.29,9.29,0.88,6.33,6.34
3.38,0.66,0.32,4.25,1.65
8.96,4.01,2.88,4.27,9.68
1.88,7.56,0.41,3.17,8.3
4.34,0.8,0.25,1.59,4.48
0.0,6.87,0.06,1.27,0.17
0.0,9.52,9.44,8.76,0.42
0.02,8.37,8.0,4.77,9.23
0.0,6.23,0.05,5.4,0.17
0.04,1.66,1.66,8.77,4.41
4.76,0.49,0.14,1.91,8.04
0.0,7.8,9.82,9.98,0.94
0.0,9.12,0.07,9.81,0.04
0.72,1.18,0.92,7.35,4.22
1.26,8.41,0.69,2.13,3.12
2.01,1.89,3.72,2.19,1.82
2.12,2.56,0.62,2.52,2.73
0.01,3.35,3.4,5.81,2.43
0.0,2.97,0.05,3.25,0.04
1.05,8.56,0.7,1.94,7.06
0.99,1.33,0.61,4.36,5.43
0.0,5.83,0.08,7.13,0.04
1.94,9.43,9.17,9.99,5.09
0.0,1.46,7.84,5.89,0.27
1.9,6.89,0.79,6.99,4.12
0.07,8.35,1.99,3.72,1.53
0.0,1.54,5.83,5.69,0.77
0.15,8.35,6.87,2.72,4.67
0.04,4.74,6.17,3.34,6.06
8.25,4.82,8.09,0.27,3.77
0.06,8.56,4.35,7.03,3.23
2.37,1.19,0.96,4.73,3.36
0.07,3.43,1.92,4.32,2.67
0.08,6.42,2.52,9.71,1.47
0.52,0.41,2.76,4.81,5.96
1.22,6.23,0.79,8.12,4.97
0.65,4.97,0.22,3.69,5.85
6.34,0.82,0.48,3.97,6.46
0.0,5.03,0.08,7.74,0.14
0.0,4.31,1.59,7.6,0.45
0.0,7.68,0.08,3.86,0.1
0.0,3.65,2.87,7.46,0.69
0.04,8.8,3.27,7.91,8.44
0.08,8.17,6.28,6.95,3.43
9.74,0.34,0.41,4.19,7.7
0.0,2.96,3.55,7.12,0.01
0.0,3.52,5.99,3.0,0.27
5.58,0.19,0.18,5.15,6.78
0.0,9.61,0.08,7.51,0.08
9.91,0.62,0.42,2.94,6.08
0.0,4.85,6.23,9.37,0.54
0.05,3.76,6.5,3.44,5.78
0.77,1.35,0.39,8.52,9.7
0.0,3.12,6.89,1.44,0.7
0.02,9.79,3.06,7.99,1.23
0.04,8.96,4.06,9.28,6.22
0.46,3.0,0.94,10.1,6.5
0.0,2.68,0.06,9.25,0.07
6.51,0.21,0.47,9.4,6.66
0.07,2.23,7.92,1.08,3.83
8.64,0.47,0.22,9.43,1.32
1.51,7.78,2.65,8.14,4.89
3.16,0.17,0.26,3.17,2.16
0.13,4.11,5.8,5.63,5.44
2.27,8.16,0.7,8.63,7.96
1.34,2.71,0.48,3.24,7.63
2.5,1.09,0.99,6.65,3.03
0.0,1.14,7.92,6.83,0.9
8.21,0.42,0.25,1.07,4.57
0.02,8.11,3.21,3.78,5.49
1.58,1.22,0.99,9.89,9.33
1.6,7.74,0.42,3.09,2.88
0.0,4.77,0.07,8.11,0.17
0.0,1.16,0.08,5.25,0.05
4.05,3.25,3.59,4.36,0.55
3.66,0.61,0.38,4.89,8.12
0.0,6.65,4.86,2.91,0.29
4.33,6.72,4.61,7.67,5.09
0.75,1.19,3.38,1.93,1.13
0.02,5.33,4.67,7.65,3.08
4.19,0.99,0.19,4.69,9.89
0.01,6.12,9.46,5.72,1.82
0.0,5.09,2.8,8.9,0.71
0.0,9.37,0.06,5.0,0.05
0.0,5.32,0.07,7.82,0.13
4.99,2.05,7.5,2.22,4.43
0.04,5.5,3.78,2.07,2.39
0.02,9.18,9.83,1.77,3.69
0.0,8.32,1.14,1.27,0.07
